seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr4	74702176	74702296	121	*	X23619	6372	74702273	74704477	2205	+	0	overlapStart	0	CXCL6
chr4	75858222	75858464	243	*	X23624	25849	75858285	75975325	117041	+	0	overlapStart	0	PARM1
chr4	76438110	76438259	150	*	X23627	152815	76439654	76472540	32887	+	1394	upstream	1394	THAP6
chr4	76439258	76439377	120	*	X23628	152815	76439654	76472540	32887	+	276	upstream	276	THAP6
chr4	76439258	76439377	120	*	X23628	25898	76404247	76439640	35394	-	0	inside	262	RCHY1
chr4	76598525	76598629	105	*	X23633	9908	76567953	76598667	30715	-	0	inside	37	G3BP2
chr4	76649644	76649808	165	*	X23634	8615	76649829	76735366	85538	+	20	upstream	20	USO1
chr4	76649914	76650213	300	*	X23635	8615	76649829	76735366	85538	+	0	inside	84	USO1
chr4	76862125	76862259	135	*	X23637	27163	76831808	76862166	30359	-	0	overlapStart	0	NAAA
chr4	77227252	77227356	105	*	X23642	8987	77227179	77232283	5105	+	0	inside	72	STBD1
chr4	77819309	77819428	120	*	X23647	345079	77816082	77819002	2921	-	306	upstream	306	SOWAHB
chr4	77871121	77871270	150	*	X23648	55752	77870895	77959768	88874	+	0	inside	225	SEPTIN11
chr4	77996896	77997240	345	*	X23654	10983	77969177	77997125	27949	-	0	overlapStart	0	CCNI
chr4	78078375	78078569	195	*	X23655	901	78078357	78091213	12857	+	0	inside	17	CCNG2
chr4	78740150	78740299	150	*	X23661	246175	78634541	78740544	106004	-	0	inside	244	CNOT6L
chr4	78740793	78741047	255	*	X23662	246175	78634541	78740544	106004	-	248	upstream	248	CNOT6L
chr4	78741438	78741527	90	*	X23663	246175	78634541	78740544	106004	-	893	upstream	893	CNOT6L
chr4	78977835	78977908	74	*	X23666	80144	78978724	79465423	486700	+	815	upstream	815	FRAS1
chr4	78978640	78978714	75	*	X23667	80144	78978724	79465423	486700	+	9	upstream	9	FRAS1
chr4	79696953	79697102	150	*	X23669	55589	79697532	79833341	135810	+	429	upstream	429	BMP2K
chr4	79697163	79697207	45	*	X23670	55589	79697532	79833341	135810	+	324	upstream	324	BMP2K
chr4	79697752	79697826	75	*	X23671	55589	79697532	79833341	135810	+	0	inside	219	BMP2K
chr4	81104741	81104897	157	*	X23675	56978	81105439	81125482	20044	+	541	upstream	541	PRDM8
chr4	81105363	81105542	180	*	X23676	56978	81105439	81125482	20044	+	0	overlapStart	0	PRDM8
chr4	81256778	81256852	75	*	X23683	255119	81256874	81884910	628037	+	21	upstream	21	CFAP299
chr4	81951614	81951733	120	*	X23684	651	81952119	81978685	26567	+	385	upstream	385	BMP3
chr4	82135953	82136042	90	*	X23689	5593	82009837	82136218	126382	-	0	inside	175	PRKG2
chr4	82393042	82393176	135	*	X23691	153020	82348219	82393061	44843	-	0	overlapStart	0	RASGEF1B
chr4	83483113	83483233	121	*	X23700	441027	83405604	83483510	77907	-	0	inside	276	TMEM150C
chr4	83544092	83544122	31	*	X23701	439934	83534266	83542590	8325	-	1501	upstream	1501	LINC00575
chr4	83719748	83719852	105	*	X23704	79966	83550690	83720010	169321	-	0	inside	157	SCD5
chr4	83720238	83720342	105	*	X23705	79966	83550690	83720010	169321	-	227	upstream	227	SCD5
chr4	83820325	83820414	90	*	X23707	79725	83821837	83841438	19602	+	1422	upstream	1422	THAP9
chr4	83821120	83821194	75	*	X23708	79725	83821837	83841438	19602	+	642	upstream	642	THAP9
chr4	83934032	83934124	93	*	X23712	132660	83845756	83934040	88285	-	0	overlapStart	0	LIN54
chr4	83934153	83934166	14	*	X23713	132660	83845756	83934040	88285	-	112	upstream	112	LIN54
chr4	84255995	84256129	135	*	X23719	10855	84213614	84256306	42693	-	0	inside	176	HPSE
chr4	84406019	84406138	120	*	X23720	84142	84382094	84406290	24197	-	0	inside	151	ABRAXAS1
chr4	84406349	84406453	105	*	X23721	84142	84382094	84406290	24197	-	58	upstream	58	ABRAXAS1
chr4	85419159	85419398	240	*	X23725	4825	85414436	85419387	4952	-	0	overlapStart	0	NKX6-1
chr4	85420171	85420290	120	*	X23726	4825	85414436	85419387	4952	-	783	upstream	783	NKX6-1
chr4	85420719	85420868	150	*	X23727	4825	85414436	85419387	4952	-	1331	upstream	1331	NKX6-1
chr4	85421176	85421234	59	*	X23728	4825	85414436	85419387	4952	-	1788	upstream	1788	NKX6-1
chr4	85504046	85504225	180	*	X23731	1040	85504057	85572493	68437	+	0	overlapStart	0	CDS1
chr4	85886934	85887038	105	*	X23732	404201	85887971	85928168	40198	+	932	upstream	932	WDFY3-AS2
chr4	85888038	85888142	105	*	X23733	404201	85887971	85928168	40198	+	0	inside	66	WDFY3-AS2
chr4	85888038	85888142	105	*	X23733	23001	85590693	85887544	296852	-	493	upstream	493	WDFY3
chr4	85888917	85889021	105	*	X23734	23001	85590693	85887544	296852	-	1372	upstream	1372	WDFY3
chr4	86396450	86396554	105	*	X23735	83478	86396284	86923823	527540	+	0	inside	165	ARHGAP24
chr4	87856061	87856195	135	*	X23744	4299	87856154	88062206	206053	+	0	overlapStart	0	AFF1
chr4	87856061	87856195	135	*	X23744	100506746	87846046	87856002	9957	-	58	upstream	58	AFF1-AS1
chr4	87856766	87856870	105	*	X23745	100506746	87846046	87856002	9957	-	763	upstream	763	AFF1-AS1
chr4	88141766	88141840	75	*	X23751	57563	88082214	88141674	59461	-	91	upstream	91	KLHL8
chr4	88928742	88928831	90	*	X23754	5311	88928799	88998931	70133	+	0	overlapStart	0	PKD2
chr4	89299937	89299951	15	*	X23756	55008	89299891	89364249	64359	+	0	inside	45	HERC6
chr4	89512941	89513045	105	*	X23760	8916	89513574	89629693	116120	+	528	upstream	528	HERC3
chr4	89619086	89619220	135	*	X23763	266812	89617066	89619023	1958	-	62	upstream	62	NAP1L5
chr4	90032482	90032616	135	*	X23764	166815	90033968	90036052	2085	+	1351	upstream	1351	TIGD2
chr4	90032482	90032616	135	*	X23764	10144	89647105	90032549	385445	-	0	overlapStart	0	FAM13A
chr4	90229527	90229616	90	*	X23765	285513	90165429	90229161	63733	-	365	upstream	365	GPRIN3
chr4	90757265	90757384	120	*	X23766	644248	90757552	90763142	5591	+	167	upstream	167	SNCA-AS1
chr4	90759211	90759360	150	*	X23769	6622	90645250	90759447	114198	-	0	inside	86	SNCA
chr4	91048452	91048525	74	*	X23770	401145	91048684	92523370	1474687	+	158	upstream	158	CCSER1
chr4	93225392	93225466	75	*	X23774	2895	93225550	94693649	1468100	+	83	upstream	83	GRID2
chr4	94748748	94748897	150	*	X23777	474	94750078	94751142	1065	+	1180	upstream	1180	ATOH1
chr4	94749918	94750052	135	*	X23778	474	94750078	94751142	1065	+	25	upstream	25	ATOH1
chr4	95679417	95679791	375	*	X23782	658	95679128	96079601	400474	+	0	inside	288	BMPR1B
chr4	96470372	96470521	150	*	X23784	8633	96083656	96470361	386706	-	10	upstream	10	UNC5C
chr4	96470657	96470701	45	*	X23785	8633	96083656	96470361	386706	-	295	upstream	295	UNC5C
chr4	99064415	99064504	90	*	X23786	285555	98480025	99064391	584367	-	23	upstream	23	STPG2
chr4	99182375	99182471	97	*	X23787	5910	99182527	99365012	182486	+	55	upstream	55	RAP1GDS1
chr4	99182529	99182547	19	*	X23788	5910	99182527	99365012	182486	+	0	inside	1	RAP1GDS1
chr4	99182825	99182854	30	*	X23789	5910	99182527	99365012	182486	+	0	inside	297	RAP1GDS1
chr4	99580004	99580108	105	*	X23792	10098	99391518	99579812	188295	-	191	upstream	191	TSPAN5
chr4	99916679	99916690	12	*	X23794	23173	99916788	99983960	67173	+	97	upstream	97	METAP1
chr4	99916679	99916690	12	*	X23794	100500867	99918538	99918611	74	+	1847	upstream	1847	MIR3684
chr4	99916752	99916839	88	*	X23795	23173	99916788	99983960	67173	+	0	overlapStart	0	METAP1
chr4	99916752	99916839	88	*	X23795	100500867	99918538	99918611	74	+	1698	upstream	1698	MIR3684
chr4	100008511	100008630	120	*	X23796	100507053	100010008	100222513	212506	+	1377	upstream	1377	LOC100507053
chr4	100009486	100009620	135	*	X23797	100507053	100010008	100222513	212506	+	387	upstream	387	LOC100507053
chr4	100009921	100010025	105	*	X23798	100507053	100010008	100222513	212506	+	0	overlapStart	0	LOC100507053
chr4	100009921	100010025	105	*	X23798	128	99992130	100009931	17802	-	0	overlapStart	0	ADH5
chr4	100484977	100485021	45	*	X23799	4547	100485240	100545154	59915	+	218	upstream	218	MTTP
chr4	100484977	100485021	45	*	X23799	93587	100467864	100485189	17326	-	0	inside	167	TRMT10A
chr4	100485251	100485370	120	*	X23800	4547	100485240	100545154	59915	+	0	inside	10	MTTP
chr4	100485251	100485370	120	*	X23800	93587	100467864	100485189	17326	-	61	upstream	61	TRMT10A
chr4	100815641	100815745	105	*	X23803	8649	100799495	100815703	16209	-	0	overlapStart	0	LAMTOR3
chr4	100867490	100867639	150	*	X23805	79982	100817407	100867883	50477	-	0	inside	243	DNAJB14
chr4	100868570	100868689	120	*	X23806	79982	100817407	100867883	50477	-	686	upstream	686	DNAJB14
chr4	100870908	100871132	225	*	X23807	256880	100871636	100873620	1985	+	503	upstream	503	H2AZ1-DT
chr4	100871585	100871734	150	*	X23808	256880	100871636	100873620	1985	+	0	overlapStart	0	H2AZ1-DT
chr4	100871585	100871734	150	*	X23808	3015	100869243	100871512	2270	-	72	upstream	72	H2AZ1
chr4	100871778	100871897	120	*	X23809	256880	100871636	100873620	1985	+	0	inside	141	H2AZ1-DT
chr4	100871778	100871897	120	*	X23809	3015	100869243	100871512	2270	-	265	upstream	265	H2AZ1
chr4	101111523	101111747	225	*	X23810	115265	101107027	101111655	4629	-	0	overlapStart	0	DDIT4L
chr4	101440837	101440906	70	*	X23811	51705	101316498	101439250	122753	-	1586	upstream	1586	EMCN
chr4	102267169	102267288	120	*	X23814	90024	102268934	102270040	1107	+	1645	upstream	1645	FLJ20021
chr4	102267329	102267433	105	*	X23815	90024	102268934	102270040	1107	+	1500	upstream	1500	FLJ20021
chr4	102267544	102267648	105	*	X23816	90024	102268934	102270040	1107	+	1285	upstream	1285	FLJ20021
chr4	102267779	102267943	165	*	X23817	90024	102268934	102270040	1107	+	990	upstream	990	FLJ20021
chr4	102268624	102268833	210	*	X23818	90024	102268934	102270040	1107	+	100	upstream	100	FLJ20021
chr4	102268624	102268833	210	*	X23818	5530	101944587	102268628	324042	-	0	overlapStart	0	PPP3CA
chr4	103422328	103422417	90	*	X23819	4790	103422486	103538459	115974	+	68	upstream	68	NFKB1
chr4	103682543	103682632	90	*	X23821	4126	103552643	103682151	129509	-	391	upstream	391	MANBA
chr4	104640609	104640728	120	*	X23827	6870	104510625	104640973	130349	-	0	inside	244	TACR3
chr4	105415789	105416088	300	*	X23833	80319	105389463	105416058	26596	-	0	overlapStart	0	CXXC4
chr4	105416194	105416388	195	*	X23834	80319	105389463	105416058	26596	-	135	upstream	135	CXXC4
chr4	106473506	106473610	105	*	X23838	54848	106473777	106602070	128294	+	166	upstream	166	ARHGEF38
chr4	106630248	106630352	105	*	X23839	57117	106603785	106629881	26097	-	366	upstream	366	INTS12
chr4	106816482	106816571	90	*	X23840	255743	106816597	106892828	76232	+	25	upstream	25	NPNT
chr4	107237000	107237074	75	*	X23841	9255	107236767	107270381	33615	+	0	inside	232	AIMP1
chr4	107237519	107237578	60	*	X23842	93627	106967233	107237861	270629	-	0	inside	282	TBCK
chr4	108851986	108852090	105	*	X23851	113612	108852717	108874613	21897	+	626	upstream	626	CYP2U1
chr4	108911146	108911265	120	*	X23852	3033	108910870	108956331	45462	+	0	inside	275	HADH
chr4	109087249	109087368	120	*	X23854	641518	109088681	109097586	8906	+	1312	upstream	1312	LEF1-AS1
chr4	109088044	109088208	165	*	X23855	641518	109088681	109097586	8906	+	472	upstream	472	LEF1-AS1
chr4	109088980	109089099	120	*	X23856	641518	109088681	109097586	8906	+	0	inside	298	LEF1-AS1
chr4	109090414	109090488	75	*	X23857	51176	108968701	109090112	121412	-	301	upstream	301	LEF1
chr4	109571738	109571842	105	*	X23859	58505	109571741	109588978	17238	+	0	overlapStart	0	OSTC
chr4	109684185	109684394	210	*	X23860	64850	109663202	109684235	21034	-	0	overlapStart	0	ETNPPL
chr4	110223843	110223932	90	*	X23863	84570	109731877	110223799	491923	-	43	upstream	43	COL25A1
chr4	110355279	110355488	210	*	X23865	100533182	110351119	110354973	3855	-	305	upstream	305	SEC24B-AS1
chr4	110624238	110624372	135	*	X23868	839	110609785	110624629	14845	-	0	inside	256	CASP6
chr4	110651256	110651292	37	*	X23870	81579	110631145	110651242	20098	-	13	upstream	13	PLA2G12A
chr4	110651336	110651375	40	*	X23871	81579	110631145	110651242	20098	-	93	upstream	93	PLA2G12A
chr4	111119509	111119613	105	*	X23878	79071	110970229	111119820	149592	-	0	inside	206	ELOVL6
chr4	113152175	113152309	135	*	X23889	55435	113152895	113191211	38317	+	585	upstream	585	AP1AR
chr4	113218784	113218903	120	*	X23891	80216	113218499	113363764	145266	+	0	inside	284	ALPK1
chr4	113437304	113437588	285	*	X23895	63973	113434672	113437328	2657	-	0	overlapStart	0	NEUROG2
chr4	113438594	113438713	120	*	X23896	63973	113434672	113437328	2657	-	1265	upstream	1265	NEUROG2
chr4	113558417	113558536	120	*	X23900	51574	113558120	113578748	20629	+	0	inside	296	LARP7
chr4	113558417	113558536	120	*	X23900	55345	113460489	113558151	97663	-	265	upstream	265	ZGRF1
chr4	114682877	114683011	135	*	X23908	817	114372188	114683083	310896	-	0	inside	71	CAMK2D
chr4	114901252	114901371	120	*	X23910	79642	114821440	114900878	79439	-	373	upstream	373	ARSJ
chr4	115519521	115519595	75	*	X23912	7368	115519611	115598202	78592	+	15	upstream	15	UGT8
chr4	118007015	118007134	120	*	X23916	133022	118004710	118006736	2027	-	278	upstream	278	TRAM1L1
chr4	119199788	119199892	105	*	X23917	100093630	119199917	119200978	1062	+	24	upstream	24	SNHG8
chr4	119199788	119199892	105	*	X23917	677809	119200345	119200475	131	+	452	upstream	452	SNORA24
chr4	119273708	119273797	90	*	X23918	8492	119201193	119273922	72730	-	0	inside	124	PRSS12
chr4	119273904	119273993	90	*	X23919	8492	119201193	119273922	72730	-	0	overlapStart	0	PRSS12
chr4	120132600	120132734	135	*	X23924	54532	120133782	120216673	82892	+	1047	upstream	1047	USP53
chr4	120133738	120133872	135	*	X23925	54532	120133782	120216673	82892	+	0	overlapStart	0	USP53
chr4	121993467	121993571	105	*	X23932	79625	121956782	121993673	36892	-	0	inside	101	NDNF
chr4	121993687	121993806	120	*	X23933	79625	121956782	121993673	36892	-	13	upstream	13	NDNF
chr4	121993852	121993956	105	*	X23934	79625	121956782	121993673	36892	-	178	upstream	178	NDNF
chr4	122302488	122302592	105	*	X23936	84109	122249797	122302181	52385	-	306	upstream	306	QRFPR
chr4	122617952	122618011	60	*	X23938	308	122589152	122618147	28996	-	0	inside	135	ANXA5
chr4	122618072	122618206	135	*	X23939	308	122589152	122618147	28996	-	0	overlapStart	0	ANXA5
chr4	122745184	122745318	135	*	X23940	890	122737599	122745088	7490	-	95	upstream	95	CCNA2
chr4	122873190	122873324	135	*	X23942	7222	122800183	122872909	72727	-	280	upstream	280	TRPC3
chr4	123653507	123653731	225	*	X23943	166379	123653857	123666098	12242	+	125	upstream	125	BBS12
chr4	123653507	123653731	225	*	X23943	729338	123651344	123653613	2270	-	0	overlapStart	0	CETN4P
chr4	123654377	123654556	180	*	X23944	729338	123651344	123653613	2270	-	763	upstream	763	CETN4P
chr4	123747656	123747805	150	*	X23945	2247	123747863	123819390	71528	+	57	upstream	57	FGF2
chr4	123747896	123748000	105	*	X23946	2247	123747863	123819390	71528	+	0	inside	32	FGF2
chr4	123844498	123844602	105	*	X23948	166378	123844225	124240604	396380	+	0	inside	272	SPATA5
chr4	123844498	123844602	105	*	X23948	11162	123813799	123844159	30361	-	338	upstream	338	NUDT6
chr4	125633746	125633970	225	*	X23953	57182	125585204	125633887	48684	-	0	overlapStart	0	ANKRD50
chr4	125634106	125634225	120	*	X23954	57182	125585204	125633887	48684	-	218	upstream	218	ANKRD50
chr4	128703169	128703288	120	*	X23963	22824	128703453	128754526	51074	+	164	upstream	164	HSPA4L
chr4	128981377	128981556	180	*	X23965	55132	128982503	129144081	161579	+	946	upstream	946	LARP1B
chr4	128981782	128981901	120	*	X23966	55132	128982503	129144081	161579	+	601	upstream	601	LARP1B
chr4	129730603	129730797	195	*	X23974	79960	129730779	129796379	65601	+	0	overlapStart	0	JADE1
chr4	135122878	135123043	166	*	X23981	132430	135117489	135122903	5415	-	0	overlapStart	0	PABPC4L
chr4	138453736	138453945	210	*	X23983	54510	138440074	138453648	13575	-	87	upstream	87	PCDH18
chr4	140375156	140375290	135	*	X23995	83452	140374961	140397069	22109	+	0	inside	194	RAB33B
chr4	140478114	140478203	90	*	X23999	80854	140427192	140477577	50386	-	536	upstream	536	SETD7
chr4	140586972	140587091	120	*	X24000	4258	140586922	140661899	74978	+	0	inside	49	MGST2
chr4	141075228	141075347	120	*	X24013	55534	140637546	141075233	437688	-	0	overlapStart	0	MAML3
chr4	141295295	141295384	90	*	X24019	100129858	141204880	141294546	89667	-	748	upstream	748	SCOC-AS1
chr4	141444477	141444581	105	*	X24020	255520	141445312	141474924	29613	+	730	upstream	730	ELMOD2
chr4	142054527	142054646	120	*	X24028	57484	141786725	142054616	267892	-	0	overlapStart	0	RNF150
chr4	142142247	142142366	120	*	X24029	27309	142142049	142155850	13802	+	0	inside	197	ZNF330
chr4	143767223	143767342	120	*	X24031	8821	142949182	143767604	818423	-	0	inside	261	INPP4B
chr4	143767643	143767762	120	*	X24032	8821	142949182	143767604	818423	-	38	upstream	38	INPP4B
chr4	143767838	143767927	90	*	X24033	8821	142949182	143767604	818423	-	233	upstream	233	INPP4B
chr4	144105914	144106093	180	*	X24034	84640	144106070	144143141	37072	+	0	overlapStart	0	USP38
chr4	144257495	144257629	135	*	X24035	2549	144257983	144395718	137736	+	353	upstream	353	GAB1
chr4	144257844	144257948	105	*	X24036	2549	144257983	144395718	137736	+	34	upstream	34	GAB1
chr4	144434678	144434842	165	*	X24037	8467	144434616	144478642	44027	+	0	inside	61	SMARCA5
chr4	145566748	145566867	120	*	X24041	64399	145567148	145659881	92734	+	280	upstream	280	HHIP
chr4	145567300	145567419	120	*	X24042	64399	145567148	145659881	92734	+	0	inside	151	HHIP
chr4	145567300	145567419	120	*	X24042	646576	145564068	145567171	3104	-	128	upstream	128	HHIP-AS1
chr4	146019794	146019898	105	*	X24043	10393	145915727	146019693	103967	-	100	upstream	100	ANAPC10
chr4	146100809	146100988	180	*	X24045	54726	146054802	146100832	46031	-	0	overlapStart	0	OTUD4
chr4	146859663	146859782	120	*	X24061	152485	146681888	146859607	177720	-	55	upstream	55	ZNF827
chr4	147442879	147442938	60	*	X24063	84068	147175137	147443123	267987	-	0	inside	184	SLC10A7
chr4	147559146	147559280	135	*	X24064	5458	147560045	147563623	3579	+	764	upstream	764	POU4F2
chr4	147559446	147559580	135	*	X24065	5458	147560045	147563623	3579	+	464	upstream	464	POU4F2
chr4	147559686	147560015	330	*	X24066	5458	147560045	147563623	3579	+	29	upstream	29	POU4F2
chr4	148401477	148401566	90	*	X24072	1909	148402069	148466106	64038	+	502	upstream	502	EDNRA
chr4	148653155	148653274	120	*	X24074	79658	148653453	148993927	340475	+	178	upstream	178	ARHGAP10
chr4	149363550	149363714	165	*	X24076	4306	148999915	149363672	363758	-	0	overlapStart	0	NR3C2
chr4	149363899	149363973	75	*	X24077	4306	148999915	149363672	363758	-	226	upstream	226	NR3C2
chr4	149364570	149364723	154	*	X24078	4306	148999915	149363672	363758	-	897	upstream	897	NR3C2
chr4	150998850	150998954	105	*	X24086	166614	150999426	151178608	179183	+	471	upstream	471	DCLK2
chr4	150999302	150999406	105	*	X24087	166614	150999426	151178608	179183	+	19	upstream	19	DCLK2
chr4	151936497	151936631	135	*	X24090	987	151185811	151936649	750839	-	0	inside	17	LRBA
chr4	151937276	151937395	120	*	X24091	987	151185811	151936649	750839	-	626	upstream	626	LRBA
chr4	151937412	151937546	135	*	X24092	987	151185811	151936649	750839	-	762	upstream	762	LRBA
chr4	152330173	152330215	43	*	X24094	729830	152330398	152584784	254387	+	182	upstream	182	FAM160A1
chr4	152330279	152330307	29	*	X24095	729830	152330398	152584784	254387	+	90	upstream	90	FAM160A1
chr4	152682286	152682435	150	*	X24097	5188	152591809	152682175	90367	-	110	upstream	110	GATB
chr4	153702076	153702180	105	*	X24101	201798	153690506	153700916	10411	-	1159	upstream	1159	TIGD4
chr4	154387401	154387419	19	*	X24111	23240	154387498	154557862	170365	+	78	upstream	78	TMEM131L
chr4	154387469	154387505	37	*	X24112	23240	154387498	154557862	170365	+	0	overlapStart	0	TMEM131L
chr4	154605552	154605731	180	*	X24116	7097	154605441	154627242	21802	+	0	inside	110	TLR2
chr4	154681417	154681536	120	*	X24120	285533	154631312	154681387	50076	-	29	upstream	29	RNF175
chr4	154710241	154710375	135	*	X24122	6423	154701742	154710228	8487	-	12	upstream	12	SFRP2
chr4	155412963	155413127	165	*	X24124	54798	155155527	155412930	257404	-	32	upstream	32	DCHS2
chr4	155413233	155413337	105	*	X24125	54798	155155527	155412930	257404	-	302	upstream	302	DCHS2
chr4	155664923	155665027	105	*	X24126	9227	155665152	155674270	9119	+	124	upstream	124	LRAT
chr4	156298120	156298224	105	*	X24127	79884	156263812	156298122	34311	-	0	overlapStart	0	MAP9
chr4	157892313	157892462	150	*	X24131	56034	157682763	157892546	209784	-	0	inside	83	PDGFC
chr4	157893083	157893292	210	*	X24132	56034	157682763	157892546	209784	-	536	upstream	536	PDGFC
chr4	159592492	159592611	120	*	X24136	2110	159593277	159629841	36565	+	665	upstream	665	ETFDH
chr4	160023836	160023955	120	*	X24140	152940	159814684	160024105	209422	-	0	inside	149	C4orf45
chr4	160025282	160025491	210	*	X24141	152940	159814684	160024105	209422	-	1176	upstream	1176	C4orf45
chr4	164264574	164264678	105	*	X24151	4889	164265091	164273086	7996	+	412	upstream	412	NPY5R
chr4	164415131	164415145	15	*	X24153	55319	164415673	164441691	26019	+	527	upstream	527	TMA16
chr4	164415306	164415440	135	*	X24154	55319	164415673	164441691	26019	+	232	upstream	232	TMA16
chr4	166033959	166034093	135	*	X24161	201931	165997230	166034024	36795	-	0	overlapStart	0	TMEM192
chr4	166127669	166127736	68	*	X24162	11275	166128770	166244308	115539	+	1033	upstream	1033	KLHL2
chr4	166128487	166128621	135	*	X24163	11275	166128770	166244308	115539	+	148	upstream	148	KLHL2
chr4	166794433	166794522	90	*	X24170	7092	166794410	167025609	231200	+	0	inside	22	TLL1
chr4	168155658	168155822	165	*	X24173	50859	167654536	168155741	501206	-	0	overlapStart	0	SPOCK3
chr4	170533839	170533988	150	*	X24188	4750	170314421	170533778	219358	-	60	upstream	60	NEK1
chr4	170947084	170947203	120	*	X24191	9848	170907748	170947429	39682	-	0	inside	225	MFAP3L
chr4	172734011	172734145	135	*	X24194	442117	172734575	173961558	1226984	+	429	upstream	429	GALNTL6
chr4	172734431	172734550	120	*	X24195	442117	172734575	173961558	1226984	+	24	upstream	24	GALNTL6
chr4	174088918	174089022	105	*	X24200	51809	174089904	174245118	155215	+	881	upstream	881	GALNT7
chr4	174089728	174090012	285	*	X24201	51809	174089904	174245118	155215	+	0	overlapStart	0	GALNT7
chr4	174290596	174290700	105	*	X24204	8819	174292093	174298683	6591	+	1392	upstream	1392	SAP30
chr4	174291342	174291446	105	*	X24205	8819	174292093	174298683	6591	+	646	upstream	646	SAP30
chr4	174291991	174292125	135	*	X24206	8819	174292093	174298683	6591	+	0	overlapStart	0	SAP30
chr4	174450465	174450569	105	*	X24212	79804	174451609	174506879	55271	+	1039	upstream	1039	HAND2-AS1
chr4	174450944	174451033	90	*	X24213	79804	174451609	174506879	55271	+	575	upstream	575	HAND2-AS1
chr4	174451546	174451650	105	*	X24214	79804	174451609	174506879	55271	+	0	overlapStart	0	HAND2-AS1
chr4	174451546	174451650	105	*	X24214	9464	174447652	174451378	3727	-	167	upstream	167	HAND2
chr4	176923549	176923758	210	*	X24222	2823	176554088	176923842	369755	-	0	inside	83	GPM6A
chr4	177116367	177116576	210	*	X24223	132851	177105725	177116822	11098	-	0	inside	245	SPATA4
chr4	177713954	177713971	18	*	X24226	7424	177604691	177713895	109205	-	58	upstream	58	VEGFC
chr4	177714017	177714028	12	*	X24227	7424	177604691	177713895	109205	-	121	upstream	121	VEGFC
chr4	178230954	178231058	105	*	X24228	55247	178230991	178284092	53102	+	0	overlapStart	0	NEIL3
chr4	183066443	183066498	56	*	X24235	90768	183060159	183065668	5510	-	774	upstream	774	TENM3-AS1
chr4	183838600	183838734	135	*	X24240	1635	183811244	183838630	27387	-	0	overlapStart	0	DCTD
chr4	183838960	183839049	90	*	X24241	1635	183811244	183838630	27387	-	329	upstream	329	DCTD
chr4	184020368	184020427	60	*	X24242	80014	184020463	184241929	221467	+	35	upstream	35	WWC2
chr4	184020368	184020427	60	*	X24242	152641	184018174	184020352	2179	-	15	upstream	15	WWC2-AS2
chr4	184425873	184425977	105	*	X24245	3622	184426220	184432249	6030	+	242	upstream	242	ING2
chr4	184425873	184425977	105	*	X24245	389247	184415890	184425668	9779	-	204	upstream	204	LOC389247
chr4	184427163	184427439	277	*	X24246	389247	184415890	184425668	9779	-	1494	upstream	1494	LOC389247
chr4	184579410	184579499	90	*	X24248	60684	184580420	184634747	54328	+	920	upstream	920	TRAPPC11
chr4	185569246	185569365	120	*	X24260	201973	185570767	185616112	45346	+	1401	upstream	1401	PRIMPOL
chr4	185570018	185570242	225	*	X24261	201973	185570767	185616112	45346	+	524	upstream	524	PRIMPOL
chr4	185570569	185570675	107	*	X24262	201973	185570767	185616112	45346	+	91	upstream	91	PRIMPOL
chr4	185570569	185570675	107	*	X24262	836	185548850	185570629	21780	-	0	overlapStart	0	CASP3
chr4	185570718	185570868	151	*	X24263	201973	185570767	185616112	45346	+	0	overlapStart	0	PRIMPOL
chr4	185570718	185570868	151	*	X24263	836	185548850	185570629	21780	-	88	upstream	88	CASP3
chr4	185655545	185655649	105	*	X24264	79682	185615219	185655286	40068	-	258	upstream	258	CENPU
chr4	186064685	186064789	105	*	X24268	291	186064417	186071538	7122	+	0	inside	267	SLC25A4
chr4	186392515	186392713	199	*	X24271	256309	186366338	186392913	26576	-	0	inside	199	CCDC110
chr4	186456538	186456762	225	*	X24272	27295	186421815	186456712	34898	-	0	overlapStart	0	PDLIM3
chr5	271835	272134	300	*	X24286	10016	271736	315089	43354	+	0	inside	98	PDCD6
chr5	443088	443192	105	*	X24298	11336	443334	467409	24076	+	141	upstream	141	EXOC3
chr5	443088	443192	105	*	X24298	116349	441643	443258	1616	-	0	inside	65	EXOC3-AS1
chr5	474974	475091	118	*	X24300	25845	470625	473080	2456	-	1893	upstream	1893	PP7080
chr5	612004	612183	180	*	X24301	55722	612405	653666	41262	+	221	upstream	221	CEP72
chr5	612004	612183	180	*	X24301	100996325	602284	612325	10042	-	0	inside	141	LOC100996325
chr5	612199	612356	158	*	X24302	55722	612405	653666	41262	+	48	upstream	48	CEP72
chr5	612199	612356	158	*	X24302	100996325	602284	612325	10042	-	0	overlapStart	0	LOC100996325
chr5	693418	693434	17	*	X24304	11076	659977	693510	33534	-	0	inside	75	TPPP
chr5	693567	693567	1	*	X24305	11076	659977	693510	33534	-	56	upstream	56	TPPP
chr5	693870	693899	30	*	X24306	11076	659977	693510	33534	-	359	upstream	359	TPPP
chr5	892498	892617	120	*	X24311	9319	892969	918164	25196	+	351	upstream	351	TRIP13
chr5	893158	893292	135	*	X24312	9319	892969	918164	25196	+	0	inside	188	TRIP13
